time,lat,lon,alt_GND[m],temp[°C],v[kmh],v[knts],cours[deg],Acc_x0[g],Acc_y0[g],Acc_z0[g],Gyro_x0[deg_s],Gyro_y0[deg_s],Gyro_z0[deg_s],Acc_x1[g],Acc_y1[g],Acc_z1[g],Gyro_x1[deg_s],Gyro_y1[deg_s],Gyro_z1[deg_s],Acc_x2[g],Acc_y2[g],Acc_z2[g],Gyro_x2[deg_s],Gyro_y2[deg_s],Gyro_z2[deg_s],Acc_x3[g],Acc_y3[g],Acc_z3[g],Gyro_x3[deg_s],Gyro_y3[deg_s],Gyro_z3[deg_s],Acc_x4[g],Acc_y4[g],Acc_z4[g],Gyro_x4[deg_s],Gyro_y4[deg_s],Gyro_z4[deg_s],sat[n]
21.05.2025 21:47:42.259,0,0,0,19.671176470588236,0,0,0,-0.18296484375,0.006662109375,0.962927734375,0.6192366412213741,-1.3076335877862595,-3.480076335877863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.267,0,0,0,19.668235294117647,0,0,0,-0.183208984375,0.007150390625,0.963171875,0.6268702290076336,-1.3,-3.487709923664122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.274,0,0,0,19.668235294117647,0,0,0,-0.18296484375,0.00690625,0.963171875,0.6268702290076336,-1.2923664122137406,-3.472442748091603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.283,0,0,0,19.66529411764706,0,0,0,-0.182720703125,0.007638671875,0.96366015625,0.6192366412213741,-1.2923664122137406,-3.472442748091603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.291,0,0,0,19.66529411764706,0,0,0,-0.183208984375,0.0078828125,0.96463671875,0.6116030534351146,-1.2618320610687024,-3.480076335877863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.299,0,0,0,19.66529411764706,0,0,0,-0.183208984375,0.0078828125,0.96463671875,0.6116030534351146,-1.2618320610687024,-3.4648091603053435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.307,0,0,0,19.668235294117647,0,0,0,-0.183208984375,0.007150390625,0.96463671875,0.6192366412213741,-1.284732824427481,-3.472442748091603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.314,0,0,0,19.671176470588236,0,0,0,-0.18296484375,0.00739453125,0.9641484375,0.6116030534351146,-1.2770992366412215,-3.480076335877863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.322,0,0,0,19.674117647058825,0,0,0,-0.183208984375,0.007638671875,0.9641484375,0.6116030534351146,-1.2923664122137406,-3.472442748091603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.329,0,0,0,19.671176470588236,0,0,0,-0.183208984375,0.007150390625,0.9641484375,0.6192366412213741,-1.2770992366412215,-3.4648091603053435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.338,0,0,0,19.671176470588236,0,0,0,-0.18394140625,0.007150390625,0.963904296875,0.6268702290076336,-1.2694656488549618,-3.472442748091603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.346,0,0,0,19.671176470588236,0,0,0,-0.18394140625,0.00739453125,0.96366015625,0.6268702290076336,-1.3,-3.4648091603053435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.353,0,0,0,19.66529411764706,0,0,0,-0.18394140625,0.0078828125,0.963416015625,0.6268702290076336,-1.2541984732824427,-3.480076335877863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.360,0,0,0,19.668235294117647,0,0,0,-0.183697265625,0.00837109375,0.962927734375,0.6116030534351146,-1.2541984732824427,-3.480076335877863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.369,0,0,0,19.671176470588236,0,0,0,-0.183453125,0.008126953125,0.96170703125,0.6192366412213741,-1.2389312977099236,-3.480076335877863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.376,0,0,0,19.66529411764706,0,0,0,-0.183697265625,0.008126953125,0.9621953125,0.6268702290076336,-1.2541984732824427,-3.487709923664122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.383,0,0,0,19.66529411764706,0,0,0,-0.183208984375,0.008615234375,0.962439453125,0.6345038167938931,-1.2770992366412215,-3.480076335877863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.391,0,0,0,19.662352941176472,0,0,0,-0.18296484375,0.00837109375,0.961951171875,0.6421374045801527,-1.2923664122137406,-3.4953435114503817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.398,0,0,0,19.66529411764706,0,0,0,-0.182720703125,0.0078828125,0.962439453125,0.6574045801526718,-1.3229007633587786,-3.4648091603053435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.407,0,0,0,19.671176470588236,0,0,0,-0.182720703125,0.00690625,0.963416015625,0.6574045801526718,-1.3305343511450383,-3.480076335877863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.05.2025 21:47:42.415,0,0,0,19.671176470588236,0,0,0,-0.182720703125,0.00690625,0.962927734375,0.6497709923664122,-1.3076335877862595,-3.472442748091603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
