time,lat,lon,alt_GND[m],temp[Â°C],v[kmh],v[knts],cours[deg],Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg_s],Gyro_y[deg_s],Gyro_z[deg_s],sat[n]
2025-05-06_13-28-25,0,0,0,0,0,0,0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],0
2025-05-06_13-28-25,0,0,0,0,0,0,0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],0
2025-05-06_13-28-25,0,0,0,0,0,0,0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],0
2025-05-06_13-28-25,0,0,0,0,0,0,0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],0
2025-05-06_13-28-25,0,0,0,0,0,0,0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],0
2025-05-06_13-28-25,0,0,0,0,0,0,0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],0
2025-05-06_13-28-25,0,0,0,0,0,0,0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],0
2025-05-06_13-28-26,0,0,0,0,0,0,0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],0
2025-05-06_13-28-26,0,0,0,0,0,0,0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],0
2025-05-06_13-28-26,0,0,0,0,0,0,0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],0
2025-05-06_13-28-26,0,0,0,0,0,0,0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],0
2025-05-06_13-28-26,0,0,0,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],0
2025-05-06_13-28-26,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-26,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-26,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-26,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-26,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-26,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-26,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-26,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-26,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-27,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-27,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-27,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-27,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-27,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-27,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-27,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-27,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-27,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-27,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-27,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-27,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-27,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-28,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-28,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-28,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-28,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-28,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-28,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-28,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-28,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-28,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-28,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-28,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-28,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-28,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-28,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-29,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-29,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-29,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-29,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-29,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-29,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-29,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-29,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-29,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-29,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-29,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-29,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-29,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-30,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-30,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-30,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-30,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-30,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-30,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-30,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-30,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-30,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-30,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-30,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-30,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-30,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-31,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-31,53.554253333333335,10.020415,0.2,0,0.0,0.00,0.0,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-31,53.554253333333335,10.020415,0.2,0,4.1,2.21,245.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-31,53.554253333333335,10.020415,0.2,0,4.1,2.21,245.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-31,53.554253333333335,10.020415,0.2,0,4.1,2.21,245.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-31,53.554253333333335,10.020415,0.2,0,4.1,2.21,245.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-31,53.554253333333335,10.020415,0.2,0,4.1,2.21,245.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-31,53.554253333333335,10.020415,0.2,0,4.1,2.21,245.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-31,53.554253333333335,10.020415,0.2,0,4.1,2.21,245.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-31,53.554253333333335,10.020415,0.2,0,4.1,2.21,245.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-31,53.554253333333335,10.020415,0.2,0,4.1,2.21,245.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-31,53.554253333333335,10.020415,0.2,0,4.1,2.21,245.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-31,53.554253333333335,10.020415,0.2,0,4.1,2.21,245.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-32,53.554253333333335,10.020415,0.2,0,4.1,2.21,245.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-32,53.554253333333335,10.020415,0.2,0,4.1,2.21,245.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-32,53.554253333333335,10.020415,0.2,0,8.65,4.67,237.38,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-32,53.55425833333334,10.0204,0.8,0,8.65,4.67,237.38,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],14
2025-05-06_13-28-32,53.55425833333334,10.0204,0.8,0,8.65,4.67,237.38,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],14
2025-05-06_13-28-32,53.55425833333334,10.0204,0.8,0,8.65,4.67,237.38,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],14
2025-05-06_13-28-32,53.55425833333334,10.0204,0.8,0,8.65,4.67,237.38,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],14
2025-05-06_13-28-32,53.55425833333334,10.0204,0.8,0,8.65,4.67,237.38,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],14
2025-05-06_13-28-32,53.55425833333334,10.0204,0.8,0,8.65,4.67,237.38,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],14
2025-05-06_13-28-32,53.55425833333334,10.0204,0.8,0,8.65,4.67,237.38,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],14
2025-05-06_13-28-32,53.55425833333334,10.0204,0.8,0,8.65,4.67,237.38,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],14
2025-05-06_13-28-32,53.55425833333334,10.0204,0.8,0,8.65,4.67,237.38,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],14
2025-05-06_13-28-32,53.55425833333334,10.0204,0.8,0,8.65,4.67,237.38,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],14
2025-05-06_13-28-33,53.55425833333334,10.0204,0.8,0,8.65,4.67,237.38,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],14
2025-05-06_13-28-33,53.55425833333334,10.0204,0.8,0,8.65,4.67,237.38,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],14
2025-05-06_13-28-33,53.55425833333334,10.0204,0.8,0,17.05,9.20,239.85,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],14
2025-05-06_13-28-33,53.55423833333333,10.020351666666667,0.9,0,17.05,9.20,239.85,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-33,53.55423833333333,10.020351666666667,0.9,0,17.05,9.20,239.85,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-33,53.55423833333333,10.020351666666667,0.9,0,17.05,9.20,239.85,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-33,53.55423833333333,10.020351666666667,0.9,0,17.05,9.20,239.85,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-33,53.55423833333333,10.020351666666667,0.9,0,17.05,9.20,239.85,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-33,53.55423833333333,10.020351666666667,0.9,0,17.05,9.20,239.85,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-33,53.55423833333333,10.020351666666667,0.9,0,17.05,9.20,239.85,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-33,53.55423833333333,10.020351666666667,0.9,0,17.05,9.20,239.85,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-33,53.55423833333333,10.020351666666667,0.9,0,17.05,9.20,239.85,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-34,53.55423833333333,10.020351666666667,0.9,0,17.05,9.20,239.85,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-34,53.55423833333333,10.020351666666667,0.9,0,17.05,9.20,239.85,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-34,53.55423833333333,10.020351666666667,0.9,0,17.05,9.20,239.85,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-34,53.55423833333333,10.020351666666667,0.9,0,20.37,10.99,249.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-34,53.55421666666667,10.020273333333334,0.9,0,20.37,10.99,249.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-34,53.55421666666667,10.020273333333334,0.9,0,20.37,10.99,249.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-34,53.55421666666667,10.020273333333334,0.9,0,20.37,10.99,249.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-34,53.55421666666667,10.020273333333334,0.9,0,20.37,10.99,249.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-34,53.55421666666667,10.020273333333334,0.9,0,20.37,10.99,249.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-34,53.55421666666667,10.020273333333334,0.9,0,20.37,10.99,249.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-34,53.55421666666667,10.020273333333334,0.9,0,20.37,10.99,249.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-34,53.55421666666667,10.020273333333334,0.9,0,20.37,10.99,249.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-34,53.55421666666667,10.020273333333334,0.9,0,20.37,10.99,249.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-35,53.55421666666667,10.020273333333334,0.9,0,20.37,10.99,249.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-35,53.55421666666667,10.020273333333334,0.9,0,20.37,10.99,249.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-35,53.55421666666667,10.020273333333334,0.9,0,20.37,10.99,249.77,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-35,53.55421666666667,10.020273333333334,0.9,0,25.05,13.52,249.48,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_13-28-35,53.55419666666667,10.020181666666666,1.0,0,25.05,13.52,249.48,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-35,53.55419666666667,10.020181666666666,1.0,0,25.05,13.52,249.48,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_13-28-35,53.55419666666667,10.020181666666666,1.0,0,25.05,13.52,249.48,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
