time,lat,lon,alt_GND[m],temp[°C],v[kmh],v[knts],cours[deg],Acc_x0[g],Acc_y0[g],Acc_z0[g],Gyro_x0[deg_s],Gyro_y0[deg_s],Gyro_z0[deg_s],Acc_x1[g],Acc_y1[g],Acc_z1[g],Gyro_x1[deg_s],Gyro_y1[deg_s],Gyro_z1[deg_s],Acc_x2[g],Acc_y2[g],Acc_z2[g],Gyro_x2[deg_s],Gyro_y2[deg_s],Gyro_z2[deg_s],Acc_x3[g],Acc_y3[g],Acc_z3[g],Gyro_x3[deg_s],Gyro_y3[deg_s],Gyro_z3[deg_s],Acc_x4[g],Acc_y4[g],Acc_z4[g],Gyro_x4[deg_s],Gyro_y4[deg_s],Gyro_z4[deg_s],sat[n]
24.05.2025 20:02:18.440,0,0,0,19.31235294117647,0,0,0,0.718158203125,0.00641796875,0.69510546875,1.4894656488549618,-2.735114503816794,-4.564045801526717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24.05.2025 20:02:18.448,0,0,0,19.306470588235296,0,0,0,0.720599609375,0.005197265625,0.6926640625,0.8177099236641222,-1.1473282442748092,-5.266335877862595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24.05.2025 20:02:18.455,0,0,0,19.306470588235296,0,0,0,0.72035546875,0.00690625,0.6965703125,0.4283969465648856,-0.6206106870229008,-5.4037404580152675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24.05.2025 20:02:18.462,0,0,0,19.31235294117647,0,0,0,0.721576171875,0.0078828125,0.6995,0.49709923664122146,-2.1244274809160304,-5.258702290076336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24.05.2025 20:02:18.469,0,0,0,19.306470588235296,0,0,0,0.7237734375,0.0078828125,0.69705859375,0.52,-2.765648854961832,-5.113664122137404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24.05.2025 20:02:18.477,0,0,0,19.306470588235296,0,0,0,0.7257265625,0.00739453125,0.693396484375,0.12305343511450384,-1.750381679389313,-5.243435114503817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24.05.2025 20:02:18.485,0,0,0,19.306470588235296,0,0,0,0.725482421875,0.00837109375,0.694861328125,0.10778625954198473,-1.4221374045801527,-4.968625954198473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24.05.2025 20:02:18.492,0,0,0,19.303529411764707,0,0,0,0.723529296875,0.008859375,0.69559375,0.16885496183206117,-1.7274809160305344,-4.777786259541985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24.05.2025 20:02:18.499,0,0,0,19.303529411764707,0,0,0,0.723041015625,0.009103515625,0.69559375,0.1764885496183206,-1.9946564885496185,-4.602213740458016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24.05.2025 20:02:18.507,0,0,0,19.303529411764707,0,0,0,0.7218203125,0.008859375,0.694373046875,0.20702290076335883,-2.0404580152671756,-4.609847328244275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
