time,lat,lon,alt_GND[m],temp[Â°C],v[km/h],v[knts],cours[deg],Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],sat[n]
2025-05-06_14-17-30,53.526891666666664,10.13446,9.1,0,52.94,28.57,122.97,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_14-17-30,53.526891666666664,10.13446,9.1,0,52.94,28.57,122.97,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_14-17-30,53.526891666666664,10.13446,9.1,0,52.94,28.57,122.97,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_14-17-30,53.526891666666664,10.13446,9.1,0,52.94,28.57,122.97,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_14-17-31,53.526891666666664,10.13446,9.1,0,52.94,28.57,122.97,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_14-17-31,53.526891666666664,10.13446,9.1,0,52.94,28.57,122.97,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_14-17-31,53.526891666666664,10.13446,9.1,0,52.94,28.57,122.97,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_14-17-31,53.526891666666664,10.13446,9.1,0,52.94,28.57,122.97,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_14-17-31,53.526891666666664,10.13446,9.1,0,52.31,28.23,124.72,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],15
2025-05-06_14-17-31,53.52681666666667,10.13464,9.3,0,52.31,28.23,124.72,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-31,53.52681666666667,10.13464,9.3,0,52.31,28.23,124.72,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-31,53.52681666666667,10.13464,9.3,0,52.31,28.23,124.72,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-31,53.52681666666667,10.13464,9.3,0,52.31,28.23,124.72,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-31,53.52681666666667,10.13464,9.3,0,52.31,28.23,124.72,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-31,53.52681666666667,10.13464,9.3,0,52.31,28.23,124.72,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-31,53.52681666666667,10.13464,9.3,0,52.31,28.23,124.72,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-31,53.52681666666667,10.13464,9.3,0,52.31,28.23,124.72,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-31,53.52681666666667,10.13464,9.3,0,52.31,28.23,124.72,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-32,53.52681666666667,10.13464,9.3,0,52.31,28.23,124.72,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-32,53.52681666666667,10.13464,9.3,0,52.31,28.23,124.72,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-32,53.52681666666667,10.13464,9.3,0,52.31,28.23,124.72,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-32,53.52681666666667,10.13464,9.3,0,52.31,28.23,124.72,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-32,53.52681666666667,10.13464,9.3,0,51.98,28.05,125.47,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-32,53.52674,10.134818333333333,9.6,0,51.98,28.05,125.47,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-32,53.52674,10.134818333333333,9.6,0,51.98,28.05,125.47,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-32,53.52674,10.134818333333333,9.6,0,51.98,28.05,125.47,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-32,53.52674,10.134818333333333,9.6,0,51.98,28.05,125.47,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-32,53.52674,10.134818333333333,9.6,0,51.98,28.05,125.47,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-32,53.52674,10.134818333333333,9.6,0,51.98,28.05,125.47,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-32,53.52674,10.134818333333333,9.6,0,51.98,28.05,125.47,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-33,53.52674,10.134818333333333,9.6,0,51.98,28.05,125.47,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-33,53.52674,10.134818333333333,9.6,0,51.98,28.05,125.47,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-33,53.52674,10.134818333333333,9.6,0,51.98,28.05,125.47,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-33,53.52674,10.134818333333333,9.6,0,51.98,28.05,125.47,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-33,53.52674,10.134818333333333,9.6,0,51.98,28.05,125.47,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-33,53.52674,10.134818333333333,9.6,0,51.98,28.05,125.47,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-33,53.52674,10.134818333333333,9.6,0,52.52,28.34,124.02,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-33,53.526665,10.134996666666666,10.0,0,52.52,28.34,124.02,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-33,53.526665,10.134996666666666,10.0,0,52.52,28.34,124.02,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-33,53.526665,10.134996666666666,10.0,0,52.52,28.34,124.02,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-33,53.526665,10.134996666666666,10.0,0,52.52,28.34,124.02,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-33,53.526665,10.134996666666666,10.0,0,52.52,28.34,124.02,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-33,53.526665,10.134996666666666,10.0,0,52.52,28.34,124.02,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-33,53.526665,10.134996666666666,10.0,0,52.52,28.34,124.02,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-33,53.526665,10.134996666666666,10.0,0,52.52,28.34,124.02,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-33,53.526665,10.134996666666666,10.0,0,52.52,28.34,124.02,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-34,53.526665,10.134996666666666,10.0,0,52.52,28.34,124.02,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-34,53.526665,10.134996666666666,10.0,0,52.52,28.34,124.02,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-34,53.526665,10.134996666666666,10.0,0,52.52,28.34,124.02,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-34,53.526665,10.134996666666666,10.0,0,52.52,28.34,124.02,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-34,53.526665,10.134996666666666,10.0,0,50.67,27.34,122.64,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-34,53.526595,10.135176666666666,10.3,0,50.67,27.34,122.64,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-34,53.526595,10.135176666666666,10.3,0,50.67,27.34,122.64,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-34,53.526595,10.135176666666666,10.3,0,50.67,27.34,122.64,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-34,53.526595,10.135176666666666,10.3,0,50.67,27.34,122.64,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-34,53.526595,10.135176666666666,10.3,0,50.67,27.34,122.64,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-34,53.526595,10.135176666666666,10.3,0,50.67,27.34,122.64,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-34,53.526595,10.135176666666666,10.3,0,50.67,27.34,122.64,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-34,53.526595,10.135176666666666,10.3,0,50.67,27.34,122.64,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-35,53.526595,10.135176666666666,10.3,0,50.67,27.34,122.64,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-35,53.526595,10.135176666666666,10.3,0,50.67,27.34,122.64,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-35,53.526595,10.135176666666666,10.3,0,50.67,27.34,122.64,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-35,53.526595,10.135176666666666,10.3,0,50.67,27.34,122.64,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-35,53.526595,10.135176666666666,10.3,0,50.67,27.34,122.64,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-35,53.526595,10.135176666666666,10.3,0,50.81,27.42,122.94,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-35,53.52652666666667,10.135355,10.3,0,50.81,27.42,122.94,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-35,53.52652666666667,10.135355,10.3,0,50.81,27.42,122.94,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-35,53.52652666666667,10.135355,10.3,0,50.81,27.42,122.94,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-35,53.52652666666667,10.135355,10.3,0,50.81,27.42,122.94,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-35,53.52652666666667,10.135355,10.3,0,50.81,27.42,122.94,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-35,53.52652666666667,10.135355,10.3,0,50.81,27.42,122.94,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-35,53.52652666666667,10.135355,10.3,0,50.81,27.42,122.94,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-35,53.52652666666667,10.135355,10.3,0,50.81,27.42,122.94,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-36,53.52652666666667,10.135355,10.3,0,50.81,27.42,122.94,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-36,53.52652666666667,10.135355,10.3,0,50.81,27.42,122.94,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-36,53.52652666666667,10.135355,10.3,0,50.81,27.42,122.94,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-36,53.52652666666667,10.135355,10.3,0,50.81,27.42,122.94,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-36,53.52652666666667,10.135355,10.3,0,50.81,27.42,122.94,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-36,53.52652666666667,10.135355,10.3,0,51.88,28.00,122.63,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-36,53.52645833333333,10.135535,10.7,0,51.88,28.00,122.63,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-36,53.52645833333333,10.135535,10.7,0,51.88,28.00,122.63,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-36,53.52645833333333,10.135535,10.7,0,51.88,28.00,122.63,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-36,53.52645833333333,10.135535,10.7,0,51.88,28.00,122.63,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-36,53.52645833333333,10.135535,10.7,0,51.88,28.00,122.63,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-36,53.52645833333333,10.135535,10.7,0,51.88,28.00,122.63,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-36,53.52645833333333,10.135535,10.7,0,51.88,28.00,122.63,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-36,53.52645833333333,10.135535,10.7,0,51.88,28.00,122.63,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-36,53.52645833333333,10.135535,10.7,0,51.88,28.00,122.63,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-37,53.52645833333333,10.135535,10.7,0,51.88,28.00,122.63,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-37,53.52645833333333,10.135535,10.7,0,51.88,28.00,122.63,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-37,53.52645833333333,10.135535,10.7,0,51.88,28.00,122.63,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-37,53.52645833333333,10.135535,10.7,0,51.88,28.00,122.63,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-37,53.52645833333333,10.135535,10.7,0,51.88,28.00,121.7,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-37,53.52639,10.135718333333333,11.1,0,51.88,28.00,121.7,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-37,53.52639,10.135718333333333,11.1,0,51.88,28.00,121.7,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-37,53.52639,10.135718333333333,11.1,0,51.88,28.00,121.7,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-37,53.52639,10.135718333333333,11.1,0,51.88,28.00,121.7,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-37,53.52639,10.135718333333333,11.1,0,51.88,28.00,121.7,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-37,53.52639,10.135718333333333,11.1,0,51.88,28.00,121.7,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-37,53.52639,10.135718333333333,11.1,0,51.88,28.00,121.7,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-37,53.52639,10.135718333333333,11.1,0,51.88,28.00,121.7,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-38,53.52639,10.135718333333333,11.1,0,51.88,28.00,121.7,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-38,53.52639,10.135718333333333,11.1,0,51.88,28.00,121.7,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-38,53.52639,10.135718333333333,11.1,0,51.88,28.00,121.7,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-38,53.52639,10.135718333333333,11.1,0,51.88,28.00,121.7,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-38,53.52639,10.135718333333333,11.1,0,51.88,28.00,121.7,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-38,53.52639,10.135718333333333,11.1,0,52.19,28.17,121.55,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-38,53.52632166666667,10.135905,11.5,0,52.19,28.17,121.55,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-38,53.52632166666667,10.135905,11.5,0,52.19,28.17,121.55,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-38,53.52632166666667,10.135905,11.5,0,52.19,28.17,121.55,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-38,53.52632166666667,10.135905,11.5,0,52.19,28.17,121.55,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-38,53.52632166666667,10.135905,11.5,0,52.19,28.17,121.55,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-38,53.52632166666667,10.135905,11.5,0,52.19,28.17,121.55,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-38,53.52632166666667,10.135905,11.5,0,52.19,28.17,121.55,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-38,53.52632166666667,10.135905,11.5,0,52.19,28.17,121.55,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-38,53.52632166666667,10.135905,11.5,0,52.19,28.17,121.55,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-39,53.52632166666667,10.135905,11.5,0,52.19,28.17,121.55,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-39,53.52632166666667,10.135905,11.5,0,52.19,28.17,121.55,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-39,53.52632166666667,10.135905,11.5,0,52.19,28.17,121.55,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-39,53.52632166666667,10.135905,11.5,0,52.19,28.17,121.55,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-39,53.52632166666667,10.135905,11.5,0,52.67,28.42,121.74,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-39,53.52625166666667,10.13609,11.8,0,52.67,28.42,121.74,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-39,53.52625166666667,10.13609,11.8,0,52.67,28.42,121.74,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-39,53.52625166666667,10.13609,11.8,0,52.67,28.42,121.74,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-39,53.52625166666667,10.13609,11.8,0,52.67,28.42,121.74,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-39,53.52625166666667,10.13609,11.8,0,52.67,28.42,121.74,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-39,53.52625166666667,10.13609,11.8,0,52.67,28.42,121.74,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-39,53.52625166666667,10.13609,11.8,0,52.67,28.42,121.74,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-39,53.52625166666667,10.13609,11.8,0,52.67,28.42,121.74,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-39,53.52625166666667,10.13609,11.8,0,52.67,28.42,121.74,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
2025-05-06_14-17-40,53.52625166666667,10.13609,11.8,0,52.67,28.42,121.74,Acc_x[g],Acc_y[g],Acc_z[g],Gyro_x[deg/s],Gyro_y[deg/s],Gyro_z[deg/s],16
